"Date" "Time" "Global_active_power" "Global_reactive_power" "Voltage" "Global_intensity" "Sub_metering_1" "Sub_metering_2" "Sub_metering_3"
"353" "1/2/2007" "05:52:00" 1.336 0.068 237.97 5.6 0 0 17
"354" "1/2/2007" "05:53:00" 1.34 0.07 238.56 5.6 0 0 18
"355" "1/2/2007" "05:54:00" 1.342 0.07 238.9 5.6 0 0 17
"356" "1/2/2007" "05:55:00" 1.34 0.07 238.84 5.6 0 0 18
"357" "1/2/2007" "05:56:00" 1.302 0 238.71 5.4 0 0 17
"358" "1/2/2007" "05:57:00" 1.278 0 239.31 5.2 0 0 18
"359" "1/2/2007" "05:58:00" 1.284 0 239.91 5.2 0 0 17
"360" "1/2/2007" "05:59:00" 1.286 0 239.84 5.2 0 0 18
"361" "1/2/2007" "06:00:00" 1.282 0 239.02 5.2 0 0 18
"362" "1/2/2007" "06:01:00" 1.294 0 240.31 5.4 0 0 17
"363" "1/2/2007" "06:02:00" 1.346 0 240.22 5.6 0 0 18
"364" "1/2/2007" "06:03:00" 1.404 0.104 240.29 5.8 0 0 18
"365" "1/2/2007" "06:04:00" 1.41 0.108 241.27 5.8 0 0 17
"366" "1/2/2007" "06:05:00" 1.424 0.116 242.85 5.8 0 0 19
"367" "1/2/2007" "06:06:00" 1.424 0.118 243.01 5.8 0 0 18
"368" "1/2/2007" "06:07:00" 1.422 0.118 242.53 5.8 0 0 18
"369" "1/2/2007" "06:08:00" 1.49 0.132 241.97 6.2 0 0 18
"370" "1/2/2007" "06:09:00" 1.494 0.13 241.65 6.2 0 0 18
"371" "1/2/2007" "06:10:00" 1.488 0.128 241.33 6.2 0 0 17
"372" "1/2/2007" "06:11:00" 1.484 0.128 241 6.2 0 0 18
"373" "1/2/2007" "06:12:00" 1.476 0.126 240.54 6 0 0 18
"374" "1/2/2007" "06:13:00" 1.47 0.122 240.32 6 0 0 18
"375" "1/2/2007" "06:14:00" 0.858 0.112 241.16 4 0 0 6
"376" "1/2/2007" "06:15:00" 0.558 0.118 241.86 2.4 0 0 0
"377" "1/2/2007" "06:16:00" 0.58 0.128 242.53 2.4 0 0 0
"378" "1/2/2007" "06:17:00" 0.552 0.112 243.11 2.2 0 1 0
"379" "1/2/2007" "06:18:00" 0.548 0.11 242.63 2.2 0 2 0
"380" "1/2/2007" "06:19:00" 0.502 0.11 242.76 2 0 1 0
"381" "1/2/2007" "06:20:00" 0.49 0.114 243.23 2 0 1 0
"382" "1/2/2007" "06:21:00" 0.49 0.114 243.51 2 0 2 0
"383" "1/2/2007" "06:22:00" 1.102 0.106 242.82 5 0 1 8
"384" "1/2/2007" "06:23:00" 1.59 0.098 241.82 6.6 0 2 18
"385" "1/2/2007" "06:24:00" 1.59 0.102 242.86 6.4 0 1 19
"386" "1/2/2007" "06:25:00" 1.586 0.102 243.14 6.4 0 1 18
"387" "1/2/2007" "06:26:00" 1.588 0.104 243.56 6.4 0 2 18
"388" "1/2/2007" "06:27:00" 1.584 0.104 243.35 6.4 0 1 18
"389" "1/2/2007" "06:28:00" 1.58 0.102 243.22 6.4 0 1 19
"390" "1/2/2007" "06:29:00" 1.58 0.104 243.31 6.4 0 2 18
"391" "1/2/2007" "06:30:00" 1.578 0.104 243.25 6.4 0 1 18
"392" "1/2/2007" "06:31:00" 1.578 0.104 243.47 6.4 0 1 18
"393" "1/2/2007" "06:32:00" 1.578 0.104 243.51 6.4 0 2 18
"394" "1/2/2007" "06:33:00" 1.57 0.102 242.99 6.4 0 1 18
"395" "1/2/2007" "06:34:00" 1.574 0.104 243.47 6.4 0 1 18
"396" "1/2/2007" "06:35:00" 1.606 0.128 243.18 6.6 0 2 19
"397" "1/2/2007" "06:36:00" 2.246 0.228 241.12 9.4 0 1 17
"398" "1/2/2007" "06:37:00" 2.658 0.224 240.56 11 0 1 18
"399" "1/2/2007" "06:38:00" 4.962 0.204 238.69 22.4 0 1 18
"400" "1/2/2007" "06:39:00" 6.536 0.188 236.9 27.6 0 2 17
"401" "1/2/2007" "06:40:00" 5.292 0.202 238.44 22.2 0 1 17
"402" "1/2/2007" "06:41:00" 5.81 0.208 237.64 24.4 0 1 18
"403" "1/2/2007" "06:42:00" 5.606 0.262 237.63 23.8 0 1 17
"404" "1/2/2007" "06:43:00" 4.678 0.31 238.98 19.8 0 1 17
"405" "1/2/2007" "06:44:00" 3.9 0.38 239.75 16.4 0 2 18
"406" "1/2/2007" "06:45:00" 3.368 0.322 240.29 14 0 0 18
"407" "1/2/2007" "06:46:00" 3.18 0.27 240.73 13.2 0 0 18
"408" "1/2/2007" "06:47:00" 3.178 0.266 240.65 13.2 0 0 17
"409" "1/2/2007" "06:48:00" 3.192 0.268 240.94 13.2 0 0 18
"410" "1/2/2007" "06:49:00" 3.252 0.268 240.98 13.4 0 0 18
"411" "1/2/2007" "06:50:00" 3.124 0.16 240.73 13 0 0 18
"412" "1/2/2007" "06:51:00" 2.792 0.122 240.63 11.6 0 0 17
"413" "1/2/2007" "06:52:00" 2.808 0.124 240.93 11.6 0 0 18
"414" "1/2/2007" "06:53:00" 2.818 0.126 241.43 11.6 0 0 18
"415" "1/2/2007" "06:54:00" 2.812 0.126 241.53 11.6 0 0 18
"416" "1/2/2007" "06:55:00" 2.97 0.122 241.06 12.2 0 0 18
"417" "1/2/2007" "06:56:00" 3.004 0.118 240.63 12.4 0 0 18
"418" "1/2/2007" "06:57:00" 2.974 0.118 240.31 12.4 0 0 17
"419" "1/2/2007" "06:58:00" 2.924 0 241.08 12 0 0 18
"420" "1/2/2007" "06:59:00" 2.912 0 241.48 12 0 0 18
"421" "1/2/2007" "07:00:00" 2.708 0 241.55 11.2 0 0 18
"422" "1/2/2007" "07:01:00" 3.18 0 240.46 13.2 0 0 18
"423" "1/2/2007" "07:02:00" 3.026 0 240.23 12.6 0 0 17
"424" "1/2/2007" "07:03:00" 2.992 0 240 12.4 0 0 18
"425" "1/2/2007" "07:04:00" 2.938 0 239.54 12.2 0 0 17
"426" "1/2/2007" "07:05:00" 2.93 0 239.8 12.2 0 0 18
"427" "1/2/2007" "07:06:00" 2.934 0 240.06 12.2 0 0 18
"428" "1/2/2007" "07:07:00" 2.894 0 239.77 12 0 0 17
"429" "1/2/2007" "07:08:00" 2.842 0 238.82 11.8 0 0 18
"430" "1/2/2007" "07:09:00" 2.874 0 240.23 11.8 0 0 18
"431" "1/2/2007" "07:10:00" 2.36 0 242.68 9.8 0 0 18
"432" "1/2/2007" "07:11:00" 2.106 0 243.29 8.6 0 0 18
"433" "1/2/2007" "07:12:00" 2.126 0 242.09 8.8 0 0 18
"434" "1/2/2007" "07:13:00" 2.108 0 241.56 8.6 0 0 18
"435" "1/2/2007" "07:14:00" 2.108 0 241.18 8.6 0 0 17
"436" "1/2/2007" "07:15:00" 2.108 0 240.6 8.8 0 0 18
"437" "1/2/2007" "07:16:00" 2.12 0 240.61 8.8 0 0 18
"438" "1/2/2007" "07:17:00" 2.116 0 240.22 8.8 0 0 18
"439" "1/2/2007" "07:18:00" 2.06 0 239.65 8.6 0 0 17
"440" "1/2/2007" "07:19:00" 2.586 0 239.34 10.8 0 0 18
"441" "1/2/2007" "07:20:00" 2.448 0.094 239.06 10.2 0 0 17
"442" "1/2/2007" "07:21:00" 2.088 0.102 240.27 8.6 0 0 18
"443" "1/2/2007" "07:22:00" 2.15 0.092 239.63 9 0 0 18
"444" "1/2/2007" "07:23:00" 2.206 0.09 239.79 9.2 0 0 17
"445" "1/2/2007" "07:24:00" 2.292 0.18 239.56 9.6 0 0 18
"446" "1/2/2007" "07:25:00" 2.32 0.22 239.29 9.6 0 0 17
"447" "1/2/2007" "07:26:00" 2.494 0.212 238.52 10.4 0 0 18
"448" "1/2/2007" "07:27:00" 2.67 0.214 239.1 11.2 0 0 17
"449" "1/2/2007" "07:28:00" 3.066 0.212 239.75 12.8 0 0 18
"450" "1/2/2007" "07:29:00" 2.76 0.214 240.02 11.4 0 0 18
"451" "1/2/2007" "07:30:00" 3.07 0.222 239.36 12.8 0 0 17
"452" "1/2/2007" "07:31:00" 3.004 0.162 238.98 12.6 0 0 18
"453" "1/2/2007" "07:32:00" 3.492 0.114 237.96 14.6 0 0 17
"454" "1/2/2007" "07:33:00" 3.628 0.114 237.51 15.2 0 0 17
"455" "1/2/2007" "07:34:00" 3.73 0.114 237.61 15.6 0 0 18
"456" "1/2/2007" "07:35:00" 4.332 0.228 236.96 18.4 0 0 17
"457" "1/2/2007" "07:36:00" 3.904 0.108 236.51 16.4 0 0 17
"458" "1/2/2007" "07:37:00" 3.766 0.11 237.17 15.8 0 0 17
"459" "1/2/2007" "07:38:00" 5.268 0.102 236.55 23.4 0 0 17
"460" "1/2/2007" "07:39:00" 7.482 0 233.62 32 0 0 17
"461" "1/2/2007" "07:40:00" 5.024 0 236.41 21.6 0 0 17
"462" "1/2/2007" "07:41:00" 3.592 0 237.72 15 0 0 18
"463" "1/2/2007" "07:42:00" 4.684 0 236.48 19.8 0 0 17
"464" "1/2/2007" "07:43:00" 4.764 0 236.33 20 0 0 17
"465" "1/2/2007" "07:44:00" 3.552 0 237.91 14.8 0 0 17
"466" "1/2/2007" "07:45:00" 3.466 0 236.38 14.6 0 0 17
"467" "1/2/2007" "07:46:00" 3.286 0 237.14 13.8 0 0 18
"468" "1/2/2007" "07:47:00" 3.2 0 236.82 13.4 0 0 17
"469" "1/2/2007" "07:48:00" 3.196 0 236.65 13.4 0 0 17
"470" "1/2/2007" "07:49:00" 3.332 0 236.21 14 0 0 17
"471" "1/2/2007" "07:50:00" 3.406 0.166 236.64 14.4 0 0 17
"472" "1/2/2007" "07:51:00" 3.184 0.154 236.56 13.4 0 0 17
"473" "1/2/2007" "07:52:00" 2.96 0.146 236.3 12.4 0 0 18
"474" "1/2/2007" "07:53:00" 2.874 0.086 236.54 12 0 0 17
"475" "1/2/2007" "07:54:00" 2.58 0 236.75 10.8 0 0 17
"476" "1/2/2007" "07:55:00" 2.566 0 236.46 10.8 0 0 17
"477" "1/2/2007" "07:56:00" 2.546 0 235.46 10.8 0 0 17
"478" "1/2/2007" "07:57:00" 2.634 0.046 236.31 11 0 0 17
"479" "1/2/2007" "07:58:00" 2.678 0.102 236.8 11.2 0 0 17
"480" "1/2/2007" "07:59:00" 2.686 0.1 236.51 11.2 0 0 18
"481" "1/2/2007" "08:00:00" 2.832 0.22 235.97 12 0 0 17
"482" "1/2/2007" "08:01:00" 2.744 0.194 235.22 11.6 0 0 17
"483" "1/2/2007" "08:02:00" 2.728 0.196 235.77 11.6 0 0 17
"484" "1/2/2007" "08:03:00" 2.708 0.192 234.86 11.4 0 0 17
"485" "1/2/2007" "08:04:00" 2.694 0.19 234.29 11.4 0 0 16
"486" "1/2/2007" "08:05:00" 2.788 0.186 233.78 11.8 0 0 17
"487" "1/2/2007" "08:06:00" 2.812 0.188 234.29 12 0 0 17
"488" "1/2/2007" "08:07:00" 2.82 0.2 234.31 12 0 0 17
"489" "1/2/2007" "08:08:00" 2.886 0.214 233.84 12.4 0 0 17
"490" "1/2/2007" "08:09:00" 4.116 0.194 233.05 17.6 2 0 16
"491" "1/2/2007" "08:10:00" 2.878 0.2 234.55 12.2 1 0 17
"492" "1/2/2007" "08:11:00" 2.86 0.196 233.91 12.2 1 0 17
"493" "1/2/2007" "08:12:00" 2.766 0.198 234.08 11.8 1 0 17
"494" "1/2/2007" "08:13:00" 2.66 0.17 234.31 11.4 2 0 17
"495" "1/2/2007" "08:14:00" 2.516 0 235.01 10.6 1 0 17
"496" "1/2/2007" "08:15:00" 2.698 0.174 235.51 11.4 1 0 17
"497" "1/2/2007" "08:16:00" 2.99 0.186 237.83 12.6 1 0 17
"498" "1/2/2007" "08:17:00" 2.632 0.08 238.63 11 1 0 17
"499" "1/2/2007" "08:18:00" 2.664 0 238.59 11 2 0 18
"500" "1/2/2007" "08:19:00" 2.712 0 238.06 11.4 1 0 17
"501" "1/2/2007" "08:20:00" 2.702 0 238.42 11.2 1 0 18
"502" "1/2/2007" "08:21:00" 2.906 0 238.67 12.2 1 0 17
"503" "1/2/2007" "08:22:00" 3.246 0 238.01 13.8 2 0 18
"504" "1/2/2007" "08:23:00" 2.774 0 237.86 11.6 1 0 17
"505" "1/2/2007" "08:24:00" 2.768 0 237.86 11.6 1 0 17
"506" "1/2/2007" "08:25:00" 2.774 0 238.23 11.6 1 0 18
"507" "1/2/2007" "08:26:00" 2.75 0 237.47 11.6 1 0 17
"508" "1/2/2007" "08:27:00" 2.744 0 238.13 11.4 1 0 17
"509" "1/2/2007" "08:28:00" 2.764 0 237.45 11.6 1 0 18
"510" "1/2/2007" "08:29:00" 4.348 0 236.19 18.8 27 0 17
"511" "1/2/2007" "08:30:00" 4.982 0 236.12 21 38 0 17
"512" "1/2/2007" "08:31:00" 4.966 0 235.88 21 37 0 17
"513" "1/2/2007" "08:32:00" 5.02 0 235.42 21.2 37 0 17
"514" "1/2/2007" "08:33:00" 4.978 0 235.49 21 38 0 17
"515" "1/2/2007" "08:34:00" 4.866 0 234.55 20.6 37 0 17
"516" "1/2/2007" "08:35:00" 4.84 0 235.38 20.4 37 0 17
"517" "1/2/2007" "08:36:00" 4.888 0 236.07 20.6 37 0 17
"518" "1/2/2007" "08:37:00" 5.176 0 234.84 22 37 0 17
"519" "1/2/2007" "08:38:00" 4.506 0 234.93 19 37 0 17
"520" "1/2/2007" "08:39:00" 4.608 0.048 235 19.6 37 0 17
"521" "1/2/2007" "08:40:00" 4.718 0.088 234.17 20 37 0 16
"522" "1/2/2007" "08:41:00" 4.7 0.086 233.91 20 37 0 17
"523" "1/2/2007" "08:42:00" 4.672 0.09 235.15 19.8 37 0 17
"524" "1/2/2007" "08:43:00" 2.62 0.11 237.55 11 2 0 17
"525" "1/2/2007" "08:44:00" 2.588 0.182 237.12 11 1 0 18
"526" "1/2/2007" "08:45:00" 2.758 0.42 236.48 11.8 1 1 17
"527" "1/2/2007" "08:46:00" 2.904 0.408 237.01 12.2 2 1 17
"528" "1/2/2007" "08:47:00" 2.906 0.4 236.94 12.2 1 1 17
"529" "1/2/2007" "08:48:00" 2.98 0.482 236.67 12.6 1 2 18
"530" "1/2/2007" "08:49:00" 2.984 0.5 237 12.6 1 1 17
"531" "1/2/2007" "08:50:00" 2.968 0.494 236.34 12.6 1 1 17
"532" "1/2/2007" "08:51:00" 2.956 0.488 235.65 12.6 2 2 17
"533" "1/2/2007" "08:52:00" 2.96 0.49 235.71 12.6 1 1 17
"534" "1/2/2007" "08:53:00" 2.962 0.492 235.82 12.6 1 2 17
"535" "1/2/2007" "08:54:00" 2.898 0.464 235.85 12.4 1 1 17
"536" "1/2/2007" "08:55:00" 3.248 0.19 235.92 14 1 1 17
"537" "1/2/2007" "08:56:00" 2.746 0.194 236.25 11.6 2 2 17
"538" "1/2/2007" "08:57:00" 2.744 0.192 236.13 11.6 1 1 17
"539" "1/2/2007" "08:58:00" 2.754 0.196 236.76 11.6 1 1 18
"540" "1/2/2007" "08:59:00" 2.664 0.176 236.91 11.2 1 2 17
"541" "1/2/2007" "09:00:00" 3.26 0.136 236.02 14 1 1 17
"542" "1/2/2007" "09:01:00" 2.402 0.104 237.23 10 2 1 17
"543" "1/2/2007" "09:02:00" 2.406 0.106 237.48 10 1 2 17
"544" "1/2/2007" "09:03:00" 2.41 0.108 237.82 10 1 1 18
"545" "1/2/2007" "09:04:00" 2.164 0.106 237.98 9.2 1 1 17
"546" "1/2/2007" "09:05:00" 1.906 0.104 238.35 8 1 1 18
"547" "1/2/2007" "09:06:00" 1.898 0.102 237.72 8 2 2 17
"548" "1/2/2007" "09:07:00" 1.904 0.104 237.89 8 1 1 17
"549" "1/2/2007" "09:08:00" 1.908 0.104 238.19 8 1 1 18
"550" "1/2/2007" "09:09:00" 1.902 0.104 237.85 8 1 1 17
"551" "1/2/2007" "09:10:00" 1.904 0.104 237.88 8 1 1 17
"552" "1/2/2007" "09:11:00" 1.896 0.102 237.5 8 2 2 18
"553" "1/2/2007" "09:12:00" 1.9 0.102 237.7 8 1 1 17
"554" "1/2/2007" "09:13:00" 1.85 0 237.38 7.8 1 0 17
"555" "1/2/2007" "09:14:00" 1.84 0 238.28 7.6 1 0 18
"556" "1/2/2007" "09:15:00" 1.83 0 237.77 7.6 1 0 17
"557" "1/2/2007" "09:16:00" 1.83 0 237.68 7.6 2 0 17
"558" "1/2/2007" "09:17:00" 1.81 0 237.45 7.6 1 0 18
"559" "1/2/2007" "09:18:00" 1.658 0 237.34 7 1 0 17
"560" "1/2/2007" "09:19:00" 1.654 0 237.28 6.8 1 0 17
"561" "1/2/2007" "09:20:00" 1.722 0.056 236.79 7.2 2 0 17
"562" "1/2/2007" "09:21:00" 1.76 0.114 237.17 7.4 1 0 18
"563" "1/2/2007" "09:22:00" 1.768 0.116 237.31 7.4 1 0 17
"564" "1/2/2007" "09:23:00" 1.766 0.116 237.3 7.4 1 0 17
"565" "1/2/2007" "09:24:00" 1.842 0.118 237.74 7.8 1 0 17
"566" "1/2/2007" "09:25:00" 1.678 0.128 237.89 7 2 0 18
"567" "1/2/2007" "09:26:00" 1.444 0.12 237.6 6 1 0 17
"568" "1/2/2007" "09:27:00" 1.444 0.122 237.92 6 1 0 17
"569" "1/2/2007" "09:28:00" 1.448 0.124 238.27 6 1 0 18
"570" "1/2/2007" "09:29:00" 1.444 0.122 238.1 6 2 0 17
"571" "1/2/2007" "09:30:00" 1.448 0.124 238.54 6 1 0 18
"572" "1/2/2007" "09:31:00" 1.444 0.126 238.71 6 1 0 17
"573" "1/2/2007" "09:32:00" 1.434 0.122 238.06 6 1 0 18
"574" "1/2/2007" "09:33:00" 1.518 0.216 237.85 6.4 1 0 17
"575" "1/2/2007" "09:34:00" 1.49 0.256 237.55 6.2 1 0 17
"576" "1/2/2007" "09:35:00" 1.474 0.248 237.38 6.2 1 0 17
"577" "1/2/2007" "09:36:00" 1.458 0.246 237.49 6.2 1 0 18
"578" "1/2/2007" "09:37:00" 1.518 0.234 237.46 6.4 1 0 17
"579" "1/2/2007" "09:38:00" 1.444 0.116 238.82 6 1 0 18
"580" "1/2/2007" "09:39:00" 1.43 0.098 238.51 6 2 0 17
"581" "1/2/2007" "09:40:00" 1.418 0.094 238.16 5.8 1 0 17
"582" "1/2/2007" "09:41:00" 1.42 0.094 238.16 5.8 1 0 18
"583" "1/2/2007" "09:42:00" 1.416 0.094 238.1 5.8 1 0 17
"584" "1/2/2007" "09:43:00" 1.406 0.092 237.5 5.8 1 0 17
"585" "1/2/2007" "09:44:00" 1.384 0.104 237.39 5.8 1 0 18
"586" "1/2/2007" "09:45:00" 1.348 0.076 238.03 5.6 1 0 17
"587" "1/2/2007" "09:46:00" 1.3 0 238.16 5.4 1 0 17
"588" "1/2/2007" "09:47:00" 1.332 0 238.27 5.6 1 0 18
"589" "1/2/2007" "09:48:00" 2.402 0 236.87 11 17 0 17
"590" "1/2/2007" "09:49:00" 3.496 0 235.98 14.8 37 0 17
"591" "1/2/2007" "09:50:00" 3.492 0 235.93 14.8 37 0 17
"592" "1/2/2007" "09:51:00" 3.502 0 236.29 14.8 38 0 17
"593" "1/2/2007" "09:52:00" 3.494 0 235.84 14.8 37 0 17
"594" "1/2/2007" "09:53:00" 3.486 0 235.61 14.8 37 0 17
"595" "1/2/2007" "09:54:00" 3.492 0 236 14.8 37 0 18
"596" "1/2/2007" "09:55:00" 3.504 0 236.53 14.8 37 0 17
"597" "1/2/2007" "09:56:00" 3.518 0 237.18 14.8 38 0 17
"598" "1/2/2007" "09:57:00" 3.52 0 236.98 14.8 38 0 17
"599" "1/2/2007" "09:58:00" 3.51 0 236.81 14.8 37 0 17
"600" "1/2/2007" "09:59:00" 3.502 0 236.86 14.6 37 0 18
"601" "1/2/2007" "10:00:00" 3.52 0 237.37 14.8 38 0 17
"602" "1/2/2007" "10:01:00" 3.508 0 237.14 14.8 37 0 17
"603" "1/2/2007" "10:02:00" 3.5 0 236.93 14.6 37 0 17
"604" "1/2/2007" "10:03:00" 2.368 0.114 237.16 11 19 0 17
"605" "1/2/2007" "10:04:00" 1.376 0.112 237.75 5.8 0 0 18
"606" "1/2/2007" "10:05:00" 1.38 0.116 238.34 5.8 0 0 17
"607" "1/2/2007" "10:06:00" 1.378 0.12 237.81 5.8 0 0 18
"608" "1/2/2007" "10:07:00" 1.394 0.148 237.15 5.8 0 0 17
"609" "1/2/2007" "10:08:00" 1.372 0.116 236.94 5.8 1 0 17
"610" "1/2/2007" "10:09:00" 1.358 0.108 236.76 5.6 0 0 17
"611" "1/2/2007" "10:10:00" 1.356 0.11 236.83 5.6 0 0 17
"612" "1/2/2007" "10:11:00" 1.348 0.106 236.06 5.6 0 0 17
"613" "1/2/2007" "10:12:00" 1.352 0.108 236.58 5.6 0 0 18
"614" "1/2/2007" "10:13:00" 1.348 0.106 236.21 5.6 0 0 17
"615" "1/2/2007" "10:14:00" 1.362 0.112 237.57 5.6 0 0 17
"616" "1/2/2007" "10:15:00" 1.358 0.11 237.39 5.6 0 0 17
"617" "1/2/2007" "10:16:00" 1.362 0.112 237.72 5.6 0 0 18
"618" "1/2/2007" "10:17:00" 1.368 0.116 238.37 5.6 0 0 17
"619" "1/2/2007" "10:18:00" 1.344 0.074 238.78 5.6 0 0 18
"620" "1/2/2007" "10:19:00" 1.282 0 238.9 5.2 0 0 17
"621" "1/2/2007" "10:20:00" 1.322 0 239.14 5.4 0 0 18
"622" "1/2/2007" "10:21:00" 1.36 0.09 239.1 5.6 0 0 17
"623" "1/2/2007" "10:22:00" 1.348 0.086 238.03 5.6 0 0 17
"624" "1/2/2007" "10:23:00" 1.352 0.086 238.23 5.6 0 0 18
"625" "1/2/2007" "10:24:00" 1.356 0.088 238.8 5.6 0 0 17
"626" "1/2/2007" "10:25:00" 1.356 0.088 238.89 5.6 0 0 18
"627" "1/2/2007" "10:26:00" 1.352 0.088 238.55 5.6 0 0 17
"628" "1/2/2007" "10:27:00" 1.356 0.09 239.25 5.6 0 0 18
"629" "1/2/2007" "10:28:00" 1.352 0.088 238.81 5.6 0 0 17
"630" "1/2/2007" "10:29:00" 1.344 0.086 238.3 5.6 0 0 18
"631" "1/2/2007" "10:30:00" 1.344 0.086 238.25 5.6 0 0 17
"632" "1/2/2007" "10:31:00" 1.342 0.086 238.25 5.6 0 0 17
"633" "1/2/2007" "10:32:00" 1.288 0 238.14 5.4 0 0 18
"634" "1/2/2007" "10:33:00" 1.266 0 237.4 5.2 0 0 17
"635" "1/2/2007" "10:34:00" 1.262 0 237.05 5.2 0 0 17
"636" "1/2/2007" "10:35:00" 1.276 0 238.34 5.2 0 0 18
"637" "1/2/2007" "10:36:00" 1.278 0 238.57 5.2 0 0 17
"638" "1/2/2007" "10:37:00" 1.286 0 238.52 5.4 0 0 18
"639" "1/2/2007" "10:38:00" 1.31 0 238.69 5.4 0 0 17
"640" "1/2/2007" "10:39:00" 1.28 0 238.66 5.2 0 0 18
"641" "1/2/2007" "10:40:00" 1.286 0 239.26 5.4 0 0 17
"642" "1/2/2007" "10:41:00" 1.284 0 239.18 5.4 0 0 18
"643" "1/2/2007" "10:42:00" 1.29 0 239.65 5.4 0 0 17
"644" "1/2/2007" "10:43:00" 1.302 0 239.11 5.4 0 0 18
"645" "1/2/2007" "10:44:00" 1.392 0.118 239.06 5.8 0 0 17
"646" "1/2/2007" "10:45:00" 1.4 0.122 239.87 5.8 0 0 18
"647" "1/2/2007" "10:46:00" 1.394 0.122 239.69 5.8 0 0 17
"648" "1/2/2007" "10:47:00" 1.4 0.124 240.31 5.8 0 0 18
"649" "1/2/2007" "10:48:00" 1.402 0.126 240.65 5.8 0 0 18
"650" "1/2/2007" "10:49:00" 1.406 0.128 241.27 5.8 0 0 18
"651" "1/2/2007" "10:50:00" 1.406 0.13 241.42 5.8 0 0 18
"652" "1/2/2007" "10:51:00" 1.4 0.128 240.88 5.8 0 0 17
"653" "1/2/2007" "10:52:00" 1.41 0.128 241.1 5.8 0 0 18
"654" "1/2/2007" "10:53:00" 1.406 0.128 241 5.8 0 0 18
"655" "1/2/2007" "10:54:00" 1.396 0.124 240.19 5.8 0 0 18
"656" "1/2/2007" "10:55:00" 1.386 0.122 239.64 5.8 0 0 17
"657" "1/2/2007" "10:56:00" 1.366 0.114 238.13 5.6 0 0 18
"658" "1/2/2007" "10:57:00" 1.37 0.116 238.56 5.6 0 0 17
"659" "1/2/2007" "10:58:00" 1.372 0.116 238.76 5.6 0 0 18
"660" "1/2/2007" "10:59:00" 1.328 0.05 239.18 5.4 0 0 17
"661" "1/2/2007" "11:00:00" 1.28 0 238.74 5.2 0 0 17
"662" "1/2/2007" "11:01:00" 1.276 0 238.44 5.2 0 0 18
"663" "1/2/2007" "11:02:00" 1.282 0 238.95 5.2 0 0 17
"664" "1/2/2007" "11:03:00" 1.278 0 238.52 5.2 0 0 18
"665" "1/2/2007" "11:04:00" 1.27 0 237.86 5.2 0 0 17
"666" "1/2/2007" "11:05:00" 1.27 0 237.69 5.2 0 0 18
"667" "1/2/2007" "11:06:00" 1.274 0 238.16 5.2 0 0 17
"668" "1/2/2007" "11:07:00" 1.328 0 238.37 5.6 0 0 17
"669" "1/2/2007" "11:08:00" 1.364 0.09 239 5.6 0 0 18
"670" "1/2/2007" "11:09:00" 1.366 0.09 239.1 5.6 0 0 17
"671" "1/2/2007" "11:10:00" 1.362 0.09 238.87 5.6 0 0 18
"672" "1/2/2007" "11:11:00" 1.364 0.09 239.12 5.6 0 0 17
"673" "1/2/2007" "11:12:00" 1.364 0.09 239.23 5.6 0 0 18
"674" "1/2/2007" "11:13:00" 1.36 0.09 238.87 5.6 0 0 17
"675" "1/2/2007" "11:14:00" 1.354 0.088 238.7 5.6 0 0 18
"676" "1/2/2007" "11:15:00" 1.43 0.198 237.86 6 0 0 17
"677" "1/2/2007" "11:16:00" 1.422 0.204 237.83 6 0 2 17
"678" "1/2/2007" "11:17:00" 1.418 0.204 237.83 6 0 1 18
"679" "1/2/2007" "11:18:00" 1.402 0.176 238.13 5.8 0 1 17
"680" "1/2/2007" "11:19:00" 1.362 0.106 238.75 5.6 0 2 18
"681" "1/2/2007" "11:20:00" 1.358 0.104 238.35 5.6 0 1 17
"682" "1/2/2007" "11:21:00" 1.364 0.108 238.95 5.6 0 2 18
"683" "1/2/2007" "11:22:00" 1.37 0.108 238.83 5.6 0 1 17
"684" "1/2/2007" "11:23:00" 1.366 0.106 238.4 5.6 0 1 17
"685" "1/2/2007" "11:24:00" 1.398 0.126 238.99 5.8 0 2 18
"686" "1/2/2007" "11:25:00" 1.484 0.242 239.32 6.2 0 1 18
"687" "1/2/2007" "11:26:00" 1.474 0.238 238.87 6.2 0 2 17
"688" "1/2/2007" "11:27:00" 1.478 0.242 239.49 6.2 0 1 18
"689" "1/2/2007" "11:28:00" 1.488 0.248 240.61 6.2 0 1 17
"690" "1/2/2007" "11:29:00" 1.49 0.25 241.02 6.2 0 2 18
"691" "1/2/2007" "11:30:00" 1.476 0.246 240.24 6.2 0 1 18
"692" "1/2/2007" "11:31:00" 1.476 0.25 240.92 6.2 0 1 18
"693" "1/2/2007" "11:32:00" 1.468 0.246 240.32 6.2 0 1 17
"694" "1/2/2007" "11:33:00" 1.464 0.244 240.03 6.2 0 2 18
"695" "1/2/2007" "11:34:00" 1.462 0.244 240.01 6 0 1 18
"696" "1/2/2007" "11:35:00" 1.458 0.244 239.9 6 0 1 17
"697" "1/2/2007" "11:36:00" 1.45 0.238 239.08 6 0 1 18
"698" "1/2/2007" "11:37:00" 1.452 0.238 238.84 6 0 2 17
"699" "1/2/2007" "11:38:00" 1.446 0.236 238.42 6 0 1 18
"700" "1/2/2007" "11:39:00" 1.44 0.232 237.9 6 0 1 17
